,locus_tag,description
1094,ctg1_6464,Smr domain
1095,ctg1_6465,Adenosine deaminase
1096,ctg1_6466,Dihydroorotate dehydrogenase
1097,ctg1_6467,Adenylate and Guanylate cyclase catalytic domain
1098,ctg1_6472,"Dopa 4,5-dioxygenase family"
1099,ctg1_6473,"Bacterial regulatory helix-turn-helix protein, lysR family"
1100,ctg1_6473,LysR substrate binding domain
1101,ctg1_6474,Molybdopterin oxidoreductase Fe4S4 domain
1102,ctg1_6474,Molybdopterin oxidoreductase
1103,ctg1_6474,Molydopterin dinucleotide binding domain
1104,ctg1_6475,"Bacterial regulatory proteins, tetR family"
1105,ctg1_6476,PAS fold
1106,ctg1_6476,PAS fold
1107,ctg1_6476,PAS fold
1108,ctg1_6476,His Kinase A (phospho-acceptor) domain
1109,ctg1_6476,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1110,ctg1_6477,Multicopper oxidase
1111,ctg1_6477,Multicopper oxidase
1112,ctg1_6478,"Bacterial regulatory proteins, gntR family"
1113,ctg1_6478,FCD domain
1114,ctg1_6479,"Malonate decarboxylase, alpha subunit, transporter"
1115,ctg1_6480,Malonate decarboxylase delta subunit (MdcD)
1116,ctg1_6481,Carboxyl transferase domain
1117,ctg1_6635,"Type II secretion system (T2SS), protein E, N-terminal domain"
1118,ctg1_6637,Glyoxalase-like domain
1119,ctg1_6639,MarR family
1120,ctg1_6640,OsmC-like protein
1121,ctg1_6641,Fungalysin/Thermolysin Propeptide Motif
1122,ctg1_6641,Peptidase propeptide and YPEB domain
1123,ctg1_6641,"Thermolysin metallopeptidase, catalytic domain"
1124,ctg1_6641,"Thermolysin metallopeptidase, alpha-helical domain"
1125,ctg1_6643,Beta-eliminating lyase
1126,ctg1_6644,Protein of unknown function DUF262
1127,ctg1_6644,Protein of unknown function (DUF1524)
1128,ctg1_6645,PLD-like domain
1129,ctg1_6646,"Beta-ketoacyl synthase, N-terminal domain"
1130,ctg1_6646,"Beta-ketoacyl synthase, C-terminal domain"
1131,ctg1_6646,Ketoacyl-synthetase C-terminal extension
1132,ctg1_6646,Acyl transferase domain
1133,ctg1_6647,"Beta-ketoacyl synthase, N-terminal domain"
1134,ctg1_6647,"Beta-ketoacyl synthase, C-terminal domain"
1135,ctg1_6647,Ketoacyl-synthetase C-terminal extension
1136,ctg1_6647,Acyl transferase domain
1137,ctg1_6647,KR domain
1138,ctg1_6647,Phosphopantetheine attachment site
1139,ctg1_6647,"Beta-ketoacyl synthase, N-terminal domain"
1140,ctg1_6647,"Beta-ketoacyl synthase, C-terminal domain"
1141,ctg1_6647,Ketoacyl-synthetase C-terminal extension
1142,ctg1_6647,Polyketide synthase dehydratase
1143,ctg1_6647,KR domain
1144,ctg1_6647,Phosphopantetheine attachment site
1145,ctg1_6648,"Beta-ketoacyl synthase, N-terminal domain"
1146,ctg1_6648,"Beta-ketoacyl synthase, C-terminal domain"
1147,ctg1_6648,Ketoacyl-synthetase C-terminal extension
1148,ctg1_6648,Acyl transferase domain
1149,ctg1_6648,Acyl transferase domain
1150,ctg1_6648,Acyl transferase domain
1151,ctg1_6648,Polyketide synthase dehydratase
1152,ctg1_6648,Zinc-binding dehydrogenase
1153,ctg1_6648,KR domain
1154,ctg1_6648,Phosphopantetheine attachment site
1155,ctg1_6649,CoA-transferase family III
1156,ctg1_6650,SCP-2 sterol transfer family
1157,ctg1_6651,Response regulator receiver domain
1158,ctg1_6653,mttA/Hcf106 family
1159,ctg1_6654,Tetratricopeptide repeat
1160,ctg1_6655,"Sigma-70 factor, region 1.2"
1161,ctg1_6655,Sigma-70 region 2
1162,ctg1_6655,"Sigma-70, region 4"
1163,ctg1_6656,FAD binding domain
1164,ctg1_6656,"FAD linked oxidases, C-terminal domain"
1165,ctg1_6657,GTP cyclohydrolase I
1166,ctg1_6660,Zinc-uptake complex component A periplasmic
1167,ctg1_6662,ABC transporter
1168,ctg1_6663,ABC 3 transport family
1169,ctg1_6664,Isochorismatase family
1170,ctg1_6665,CBS domain
1171,ctg1_6665,CBS domain
1172,ctg1_6666,Alpha/beta hydrolase family
1173,ctg1_6667,Tetratricopeptide repeat
1174,ctg1_6788,Peptidase family M13
1175,ctg1_6788,Peptidase family M13
1176,ctg1_6789,Chalcone isomerase-like
1177,ctg1_6790,Aminotransferase class-V
1178,ctg1_6791,Putative DNA-binding domain
1179,ctg1_6792,Protein of unknown function (DUF692)
1180,ctg1_6794,Helix-turn-helix
1181,ctg1_6794,IrrE N-terminal-like domain
1182,ctg1_6794,Short-chain fatty acyl coenzyme A regulators
1183,ctg1_6795,Tetratricopeptide repeat
1184,ctg1_6795,Tetratricopeptide repeat
1185,ctg1_6795,Tetratricopeptide repeat
1186,ctg1_7384,Sulfotransferase domain
1187,ctg1_7385,Domain of unknown function (DUF697)
1188,ctg1_7389,Phytanoyl-CoA dioxygenase (PhyH)
1189,ctg1_7390,Phytanoyl-CoA dioxygenase (PhyH)
1190,ctg1_7391,JmjC domain
1191,ctg1_7392,JmjC domain
1192,ctg1_7393,Domain of unknown function (DUF4135)
1193,ctg1_7393,Lanthionine synthetase C-like protein
1194,ctg1_7394,Peptidase family S41
1195,ctg1_7395,ABC transporter transmembrane region
1196,ctg1_7395,ABC transporter
1197,ctg1_7396,Polyprenyl synthetase
1198,ctg1_7397,Radical SAM superfamily
1199,ctg1_7398,Beta-lactamase
1200,ctg1_7399,Protein of unknown function (DUF5132)
1201,ctg1_7401,2OG-Fe(II) oxygenase superfamily
1202,ctg1_7402,Ham1 family
1203,ctg1_7449,N-terminal domain of unknown function (DUF4140)
1204,ctg1_7449,Domain of unknown function (DUF4139)
1205,ctg1_7450,Hydroxymethylglutaryl-coenzyme A synthase N terminal
1206,ctg1_7450,Hydroxymethylglutaryl-coenzyme A synthase C terminal
1207,ctg1_7451,Alcohol dehydrogenase GroES-like domain
1208,ctg1_7451,Zinc-binding dehydrogenase
1209,ctg1_7452,Coenzyme A transferase
1210,ctg1_7453,Coenzyme A transferase
1211,ctg1_7454,"Bacterial regulatory proteins, tetR family"
1212,ctg1_7454,"Tetracyclin repressor-like, C-terminal domain"
1213,ctg1_7455,His Kinase A (phospho-acceptor) domain
1214,ctg1_7455,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1215,ctg1_7455,Response regulator receiver domain
1216,ctg1_7456,MoaC family
1217,ctg1_7457,Cys/Met metabolism PLP-dependent enzyme
1218,ctg1_7458,Pyridine nucleotide-disulphide oxidoreductase
1219,ctg1_7459,Cyclic nucleotide-binding domain
1220,ctg1_7460,Response regulator receiver domain
1221,ctg1_7461,DAHL domain
1222,ctg1_7461,PAS fold
1223,ctg1_7461,His Kinase A (phospho-acceptor) domain
1224,ctg1_7461,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1225,ctg1_7461,Response regulator receiver domain
1226,ctg1_7462,Response regulator receiver domain
1227,ctg1_7462,Hpt domain
1228,ctg1_7463,F5/8 type C domain
1229,ctg1_7463,Polysaccharide lyase
1230,ctg1_7464,AhpC/TSA family
1231,ctg1_7465,Ferritin-like domain
1232,ctg1_7466,short chain dehydrogenase
1233,ctg1_7467,chorismate binding enzyme
1234,ctg1_7468,AMP-binding enzyme
1235,ctg1_7468,AMP-binding enzyme C-terminal domain
1236,ctg1_7469,Isochorismatase family
1237,ctg1_7469,Phosphopantetheine attachment site
1238,ctg1_7470,Condensation domain
1239,ctg1_7470,AMP-binding enzyme
1240,ctg1_7470,AMP-binding enzyme C-terminal domain
1241,ctg1_7470,Phosphopantetheine attachment site
1242,ctg1_7470,Male sterility protein
1243,ctg1_7471,Class-II DAHP synthetase family
1244,ctg1_7471,Class-II DAHP synthetase family
1245,ctg1_7472,Gram-negative bacterial TonB protein C-terminal
1246,ctg1_7472,TonB-dependent Receptor Plug Domain
1247,ctg1_7472,TonB dependent receptor
1248,ctg1_7474,MotA/TolQ/ExbB proton channel family
1249,ctg1_7475,Biopolymer transport protein ExbD/TolR
1250,ctg1_7476,Gram-negative bacterial TonB protein C-terminal
1251,ctg1_7479,"Serine acetyltransferase, N-terminal"
1252,ctg1_7480,Pyridoxal-phosphate dependent enzyme
1253,ctg1_7481,HxlR-like helix-turn-helix
1254,ctg1_7482,Aldo/keto reductase family
1255,ctg1_7487,His Kinase A (phospho-acceptor) domain
1256,ctg1_7487,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1257,ctg1_7499,Protein of unknown function (DUF423)
1258,ctg1_7500,Uncharacterized conserved protein (DUF2267)
1259,ctg1_7501,CBS domain
1260,ctg1_7501,CBS domain
1261,ctg1_7502,Helix-turn-helix domain
1262,ctg1_7503,Response regulator receiver domain
1263,ctg1_7503,His Kinase A (phospho-acceptor) domain
1264,ctg1_7503,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1265,ctg1_7503,Response regulator receiver domain
1266,ctg1_7504,HAMP domain
1267,ctg1_7504,HAMP domain
1268,ctg1_7504,HAMP domain
1269,ctg1_7504,HAMP domain
1270,ctg1_7504,HAMP domain
1271,ctg1_7504,HAMP domain
1272,ctg1_7504,HAMP domain
1273,ctg1_7504,HAMP domain
1274,ctg1_7504,HAMP domain
1275,ctg1_7504,HAMP domain
1276,ctg1_7504,HAMP domain
1277,ctg1_7504,GAF domain
1278,ctg1_7504,His Kinase A (phospho-acceptor) domain
1279,ctg1_7504,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1280,ctg1_7504,Response regulator receiver domain
1281,ctg1_7504,Response regulator receiver domain
1282,ctg1_7504,Response regulator receiver domain
1283,ctg1_7505,"CheR methyltransferase, all-alpha domain"
1284,ctg1_7505,"CheR methyltransferase, SAM binding domain"
1285,ctg1_7508,Winged helix DNA-binding domain
1286,ctg1_7509,"Homogentisate 1,2-dioxygenase N-terminal"
1287,ctg1_7509,"Homogentisate 1,2-dioxygenase C-terminal"
1288,ctg1_7510,Fumarylacetoacetase N-terminal domain 2
1289,ctg1_7510,Fumarylacetoacetate (FAA) hydrolase family
1290,ctg1_7511,PAS fold
1291,ctg1_7511,GAF domain
1292,ctg1_7511,His Kinase A (phospho-acceptor) domain
1293,ctg1_7511,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1294,ctg1_7512,Zinc carboxypeptidase
1295,ctg1_7513,AMP-binding enzyme
1296,ctg1_7513,Phosphopantetheine attachment site
1297,ctg1_7514,"Bacterial regulatory helix-turn-helix protein, lysR family"
1298,ctg1_7514,LysR substrate binding domain
1299,ctg1_7515,Metallo-beta-lactamase superfamily
1300,ctg1_7516,SnoaL-like domain
1301,ctg1_7517,SnoaL-like domain
1302,ctg1_7518,GMC oxidoreductase
1303,ctg1_7518,GMC oxidoreductase
1304,ctg1_7520,Ricin-type beta-trefoil lectin domain-like
1305,ctg1_7520,Ricin-type beta-trefoil lectin domain-like
1306,ctg1_7520,Thaumatin family
1307,ctg1_7521,Cellulase (glycosyl hydrolase family 5)
1308,ctg1_7522,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
1309,ctg1_7523,HAMP domain
1310,ctg1_7523,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1311,ctg1_7525,Amidohydrolase family
1312,ctg1_7526,Isochorismatase family
1313,ctg1_7528,Response regulator receiver domain
1314,ctg1_7528,"Bacterial regulatory proteins, luxR family"
1315,ctg1_7529,Alpha/beta hydrolase family
1316,ctg1_7530,Bacterial extracellular solute-binding protein
1317,ctg1_7530,von Willebrand factor type A domain
1318,ctg1_7532,Bacterial extracellular solute-binding protein
1319,ctg1_7537,Immunity protein 26
1320,ctg1_7538,AMP-binding enzyme
1321,ctg1_7538,AMP-binding enzyme C-terminal domain
1322,ctg1_7539,Radical SAM N-terminal
1323,ctg1_7539,Radical SAM superfamily
1324,ctg1_7539,Domain of unknown function (DUF3362)
1325,ctg1_7540,Haloacid dehalogenase-like hydrolase
1326,ctg1_7542,Fatty acid hydroxylase
1327,ctg1_7543,Enoyl-(Acyl carrier protein) reductase
1328,ctg1_7544,Domain of unknown function (DUF4442)
1329,ctg1_7547,Sulphur transport
1330,ctg1_7548,"Protein of unknown function, DUF417"
1331,ctg1_7549,His Kinase A (phospho-acceptor) domain
1332,ctg1_7549,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1333,ctg1_7550,Sir2 family
1334,ctg1_7551,Carbohydrate binding module (family 6)
1335,ctg1_7552,Cytochrome P450
1336,ctg1_7553,Substrate binding domain of ABC-type glycine betaine transport system
1337,ctg1_7555,Radical SAM superfamily
1338,ctg1_7555,Iron-sulfur cluster-binding domain
1339,ctg1_7556,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
1340,ctg1_7557,Enoyl-(Acyl carrier protein) reductase
1341,ctg1_7558,Cupin domain
1342,ctg1_7559,Alcohol dehydrogenase GroES-like domain
1343,ctg1_7559,Zinc-binding dehydrogenase
1344,ctg1_7561,Cupin domain
1345,ctg1_7562,3-dehydroquinate synthase
1346,ctg1_7563,GMC oxidoreductase
1347,ctg1_7563,GMC oxidoreductase
1348,ctg1_7564,"Glucose-6-phosphate dehydrogenase, NAD binding domain"
1349,ctg1_7564,"Glucose-6-phosphate dehydrogenase, C-terminal domain"
1350,ctg1_7566,short chain dehydrogenase
1351,ctg1_7568,"Chalcone and stilbene synthases, N-terminal domain"
1352,ctg1_7568,"Chalcone and stilbene synthases, C-terminal domain"
1353,ctg1_7569,ThiF family
1354,ctg1_7570,Second Messenger Oligonucleotide or Dinucleotide Synthetase domain
1355,ctg1_7573,Putative zinc-finger
1356,ctg1_7573,CHAT domain
1357,ctg1_7574,Sigma-70 region 2
1358,ctg1_7574,"Sigma-70, region 4"
1359,ctg1_7575,CHAT domain
1360,ctg1_7575,SMODS-associated and fused to various effectors sensor domain
1361,ctg1_7576,Second Messenger Oligonucleotide or Dinucleotide Synthetase domain
1362,ctg1_7577,NAD(P)-binding Rossmann-like domain
1363,ctg1_7577,Flavin-binding monooxygenase-like
1364,ctg1_7578,"Bacterial regulatory proteins, tetR family"
1365,ctg1_7579,Membrane dipeptidase (Peptidase family M19)
1366,ctg1_7580,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"
1367,ctg1_7581,Spermidine synthase tetramerisation domain
1368,ctg1_7581,Spermine/spermidine synthase domain
1369,ctg1_7582,Methyltransferase domain
1370,ctg1_7666,Protein of unknown function (DUF1360)
1371,ctg1_7669,PepSY-associated TM region
1372,ctg1_7670,TonB-dependent Receptor Plug Domain
1373,ctg1_7670,TonB dependent receptor
1374,ctg1_7671,Fatty acid desaturase
1375,ctg1_7672,EamA-like transporter family
1376,ctg1_7672,EamA-like transporter family
1377,ctg1_7673,"Lactonase, 7-bladed beta-propeller"
1378,ctg1_7674,"Bacterial regulatory helix-turn-helix protein, lysR family"
1379,ctg1_7674,LysR substrate binding domain
1380,ctg1_7675,NAD dependent epimerase/dehydratase family
1381,ctg1_7676,CarS bacterial SH3 domain
1382,ctg1_7678,Sigma-70 region 2
1383,ctg1_7678,"Sigma-70, region 4"
1384,ctg1_7679,Cysteine-rich secretory protein family
1385,ctg1_7680,Metallo-beta-lactamase superfamily
1386,ctg1_7681,"Bacterial regulatory proteins, tetR family"
1387,ctg1_7684,Domain of unknown function (DUF1993)
1388,ctg1_7685,"Galactose oxidase, central domain"
1389,ctg1_7685,"Galactose oxidase, central domain"
1390,ctg1_7686,Condensation domain
1391,ctg1_7686,AMP-binding enzyme
1392,ctg1_7686,AMP-binding enzyme C-terminal domain
1393,ctg1_7686,Phosphopantetheine attachment site
1394,ctg1_7686,Condensation domain
1395,ctg1_7686,Condensation domain
1396,ctg1_7686,AMP-binding enzyme
1397,ctg1_7686,AMP-binding enzyme C-terminal domain
1398,ctg1_7686,Phosphopantetheine attachment site
1399,ctg1_7686,Condensation domain
1400,ctg1_7686,Condensation domain
1401,ctg1_7686,AMP-binding enzyme
1402,ctg1_7686,AMP-binding enzyme C-terminal domain
1403,ctg1_7686,Phosphopantetheine attachment site
1404,ctg1_7686,Condensation domain
1405,ctg1_7686,Phosphopantetheine attachment site
1406,ctg1_7686,Thioesterase domain
1407,ctg1_7687,"Beta-ketoacyl synthase, N-terminal domain"
1408,ctg1_7687,"Beta-ketoacyl synthase, C-terminal domain"
1409,ctg1_7687,Ketoacyl-synthetase C-terminal extension
1410,ctg1_7687,Acyl transferase domain
1411,ctg1_7687,Phosphopantetheine attachment site
1412,ctg1_7687,Condensation domain
1413,ctg1_7687,AMP-binding enzyme
1414,ctg1_7687,Luciferase-like monooxygenase
1415,ctg1_7687,AMP-binding enzyme
1416,ctg1_7687,Condensation domain
1417,ctg1_7687,AMP-binding enzyme
1418,ctg1_7687,AMP-binding enzyme C-terminal domain
1419,ctg1_7687,Phosphopantetheine attachment site
1420,ctg1_7687,Condensation domain
1421,ctg1_7688,AMP-binding enzyme
1422,ctg1_7688,Phosphopantetheine attachment site
1423,ctg1_7688,Condensation domain
1424,ctg1_7688,AMP-binding enzyme
1425,ctg1_7688,AMP-binding enzyme C-terminal domain
1426,ctg1_7688,Phosphopantetheine attachment site
1427,ctg1_7691,Major Facilitator Superfamily
1428,ctg1_7692,Amino acid permease
1429,ctg1_7693,Putative metal-binding motif
1430,ctg1_7694,Putative metal-binding motif
1431,ctg1_7699,FIST N domain
1432,ctg1_7699,FIST C domain
1433,ctg1_7701,Haloacid dehalogenase-like hydrolase
1434,ctg1_7702,"Translation initiation factor IF-3, N-terminal domain"
1435,ctg1_7702,"Translation initiation factor IF-3, C-terminal domain"
1436,ctg1_7704,GAF domain
1437,ctg1_7704,His Kinase A (phospho-acceptor) domain
1438,ctg1_7704,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
1439,ctg1_7705,Fungalysin/Thermolysin Propeptide Motif
1440,ctg1_7705,"Thermolysin metallopeptidase, catalytic domain"
1441,ctg1_7705,"Thermolysin metallopeptidase, alpha-helical domain"
1442,ctg1_7705,Bacterial pre-peptidase C-terminal domain
1443,ctg1_7705,Bacterial pre-peptidase C-terminal domain
1444,ctg1_8369,"Cell wall protein YJL171C/Tos1, N-terminal"
1445,ctg1_8369,"Cell wall protein YJL171C/Tos1, C-terminal"
1446,ctg1_8371,Domain of unknown function (DUF2019)
1447,ctg1_8373,Alcohol dehydrogenase GroES-like domain
1448,ctg1_8373,Zinc-binding dehydrogenase
1449,ctg1_8374,"Bacterial regulatory helix-turn-helix protein, lysR family"
1450,ctg1_8374,LysR substrate binding domain
1451,ctg1_8375,Zinc-binding dehydrogenase
1452,ctg1_8376,"Bacterial regulatory helix-turn-helix protein, lysR family"
1453,ctg1_8376,LysR substrate binding domain
1454,ctg1_8377,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
1455,ctg1_8379,Serine endopeptidase inhibitors
1456,ctg1_8380,Family of unknown function (DUF5825)
1457,ctg1_8381,B12 binding domain
1458,ctg1_8381,Radical SAM superfamily
1459,ctg1_8382,SCO1/SenC
1460,ctg1_8383,Cyclic nucleotide-binding domain
1461,ctg1_8383,Cyclic nucleotide-binding domain
1462,ctg1_8788,Phosphofructokinase
1463,ctg1_8789,Protein of unknown function (DUF3396)
1464,ctg1_8791,HD domain
1465,ctg1_8792,"YcaO cyclodehydratase, ATP-ad Mg2+-binding"
1466,ctg1_8793,Glycosyltransferase Family 4
1467,ctg1_8793,Glycosyl transferases group 1
1468,ctg1_8794,Aldose 1-epimerase
1469,ctg1_8795,Pyridoxal-phosphate dependent enzyme
1470,ctg1_8962,Protein of unknown function DUF58
1471,ctg1_8964,AIG2-like family
1472,ctg1_8965,YtkA-like
1473,ctg1_8966,"Cytochrome C oxidase, cbb3-type, subunit III"
1474,ctg1_8967,Protein of unknown function (DUF692)
1475,ctg1_8968,Putative DNA-binding domain
1476,ctg1_8969,NADP oxidoreductase coenzyme F420-dependent
1477,ctg1_8969,"NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain"
1478,ctg1_8970,Methyltransferase domain
1479,ctg1_8972,Protein of unknown function (DUF3396)
1480,ctg1_9212,Sugar (and other) transporter
1481,ctg1_9212,Sugar (and other) transporter
1482,ctg1_9214,Transcription factor zinc-finger
1483,ctg1_9214,Transcription factor zinc-finger
1484,ctg1_9215,D-ala D-ala ligase C-terminus
1485,ctg1_9216,alpha/beta hydrolase fold
1486,ctg1_9217,Helix-turn-helix domain
1487,ctg1_9217,MmyB-like transcription regulator ligand binding domain
1488,ctg1_9220,Response regulator receiver domain
1489,ctg1_9220,Domain of unknown function (DUF4388)
1490,ctg1_9221,Dimerisation domain
1491,ctg1_9221,O-methyltransferase domain
1492,ctg1_9222,UbiA prenyltransferase family
1493,ctg1_9223,FAD binding domain
1494,ctg1_9224,short chain dehydrogenase
1495,ctg1_9225,Methyl-accepting chemotaxis protein (MCP) signalling domain
1496,ctg1_9227,"Chalcone and stilbene synthases, N-terminal domain"
1497,ctg1_9227,"Chalcone and stilbene synthases, C-terminal domain"
1498,ctg1_9228,AMP-binding enzyme
1499,ctg1_9229,Pregnancy-associated plasma protein-A
1500,ctg1_9230,AMP-binding enzyme
1501,ctg1_9231,Phosphopantetheine attachment site
1502,ctg1_9232,"Chalcone and stilbene synthases, N-terminal domain"
1503,ctg1_9232,"Chalcone and stilbene synthases, C-terminal domain"
1504,ctg1_9233,Endonuclease/Exonuclease/phosphatase family
1505,ctg1_9234,Saccharopine dehydrogenase NADP binding domain
1506,ctg1_9235,Glycosyl hydrolases family 16
1507,ctg1_9235,Carbohydrate binding domain (family 11)
1508,ctg1_9236,"tRNA synthetase class II core domain (G, H, P, S and T)"
1509,ctg1_9236,Anticodon binding domain
1510,ctg1_9236,"Prolyl-tRNA synthetase, C-terminal"
1511,ctg1_9237,Calcineurin-like phosphoesterase
1512,ctg1_9237,"5'-nucleotidase, C-terminal domain"
1513,ctg1_9238,LigT like Phosphoesterase
1514,ctg1_9238,LigT like Phosphoesterase
1515,ctg1_9239,Putative metal-binding motif
1516,ctg1_9239,Putative metal-binding motif
1517,ctg1_9239,Putative metal-binding motif
1518,ctg1_9239,Putative metal-binding motif
1519,ctg1_9243,ABC transporter
1520,ctg1_9244,ABC transporter
1521,ctg1_9244,Branched-chain amino acid ATP-binding cassette transporter
1522,ctg1_9245,Branched-chain amino acid transport system / permease component
1523,ctg1_9246,Branched-chain amino acid transport system / permease component
1524,ctg1_9247,Periplasmic binding protein
1525,ctg1_9458,"Putative Actinobacterial Holin-X, holin superfamily III"
1526,ctg1_9459,ADP-ribosylglycohydrolase
1527,ctg1_9461,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain"
1528,ctg1_9463,"ATP synthase alpha/beta family, beta-barrel domain"
1529,ctg1_9463,"ATP synthase alpha/beta family, nucleotide-binding domain"
1530,ctg1_9465,ATP synthase
1531,ctg1_9466,DUF218 domain
1532,ctg1_9468,AI-2E family transporter
1533,ctg1_9469,Histone H1-like nucleoprotein HC2
1534,ctg1_9470,Thioredoxin
1535,ctg1_9471,"Terpene synthase family 2, C-terminal metal binding"
1536,ctg1_9472,Peptidase family M3
1537,ctg1_9474,CDP-alcohol phosphatidyltransferase
1538,ctg1_9475,2Fe-2S iron-sulfur cluster binding domain
1539,ctg1_9475,[2Fe-2S] binding domain
1540,ctg1_9476,FAD binding domain in molybdopterin dehydrogenase
1541,ctg1_9476,CO dehydrogenase flavoprotein C-terminal domain
1542,ctg1_9477,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain"
1543,ctg1_9477,Molybdopterin cofactor-binding domain
1544,ctg1_9477,Molybdopterin cofactor-binding domain
1545,ctg1_9638,Adenylate and Guanylate cyclase catalytic domain
1546,ctg1_9638,AAA domain
1547,ctg1_9639,Short repeat of unknown function (DUF308)
1548,ctg1_9640,Elongation factor Tu GTP binding domain
1549,ctg1_9640,Elongation factor Tu domain 2
1550,ctg1_9640,"Elongation Factor G, domain III"
1551,ctg1_9640,"Elongation factor G, domain IV"
1552,ctg1_9640,Elongation factor G C-terminus
1553,ctg1_9642,Acetyltransferase (GNAT) domain
1554,ctg1_9646,"YcaO cyclodehydratase, ATP-ad Mg2+-binding"
1555,ctg1_9647,Nitroreductase family
1556,ctg1_9648,ABC transporter
1557,ctg1_9649,ABC-2 family transporter protein
1558,ctg1_9656,"Glucose-6-phosphate dehydrogenase, C-terminal domain"
1559,ctg1_9658,SMI1 / KNR4 family (SUKH-1)
1560,ctg1_9659,"Glucose-6-phosphate dehydrogenase, NAD binding domain"
1561,ctg1_9659,"Glucose-6-phosphate dehydrogenase, C-terminal domain"
