,locus_tag,description
1110,ctg1_8925,AMP-binding enzyme
1111,ctg1_8926,Phosphopantetheine attachment site
1112,ctg1_8927,"Chalcone and stilbene synthases, N-terminal domain"
1113,ctg1_8927,"Chalcone and stilbene synthases, C-terminal domain"
1114,ctg1_8928,Endonuclease/Exonuclease/phosphatase family
1115,ctg1_8929,Saccharopine dehydrogenase NADP binding domain
1116,ctg1_8930,Glycosyl hydrolases family 16
1117,ctg1_8930,Carbohydrate binding domain (family 11)
1118,ctg1_8931,"tRNA synthetase class II core domain (G, H, P, S and T)"
1119,ctg1_8931,Anticodon binding domain
1120,ctg1_8931,"Prolyl-tRNA synthetase, C-terminal"
1121,ctg1_8932,Calcineurin-like phosphoesterase
1122,ctg1_8932,"5'-nucleotidase, C-terminal domain"
1123,ctg1_8933,LigT like Phosphoesterase
1124,ctg1_8933,LigT like Phosphoesterase
1125,ctg1_8934,Putative metal-binding motif
1126,ctg1_8934,Putative metal-binding motif
1127,ctg1_8934,Putative metal-binding motif
1128,ctg1_8934,Putative metal-binding motif
1129,ctg1_8938,ABC transporter
1130,ctg1_8939,ABC transporter
1131,ctg1_8939,Branched-chain amino acid ATP-binding cassette transporter
1132,ctg1_8940,Branched-chain amino acid transport system / permease component
1133,ctg1_8941,Branched-chain amino acid transport system / permease component
1134,ctg1_8942,Periplasmic binding protein
1135,ctg1_9151,"Putative Actinobacterial Holin-X, holin superfamily III"
1136,ctg1_9152,ADP-ribosylglycohydrolase
1137,ctg1_9154,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain"
1138,ctg1_9156,"ATP synthase alpha/beta family, beta-barrel domain"
1139,ctg1_9156,"ATP synthase alpha/beta family, nucleotide-binding domain"
1140,ctg1_9157,ATP synthase
1141,ctg1_9158,DUF218 domain
1142,ctg1_9160,AI-2E family transporter
1143,ctg1_9162,Thioredoxin
1144,ctg1_9163,"Terpene synthase family 2, C-terminal metal binding"
1145,ctg1_9164,Peptidase family M3
1146,ctg1_9167,CDP-alcohol phosphatidyltransferase
1147,ctg1_9168,2Fe-2S iron-sulfur cluster binding domain
1148,ctg1_9168,[2Fe-2S] binding domain
1149,ctg1_9169,FAD binding domain in molybdopterin dehydrogenase
1150,ctg1_9169,CO dehydrogenase flavoprotein C-terminal domain
1151,ctg1_9170,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain"
1152,ctg1_9170,Molybdopterin cofactor-binding domain
1153,ctg1_9170,Molybdopterin cofactor-binding domain
1154,ctg1_9171,4'-phosphopantetheinyl transferase superfamily
